state,year,month,medium,political_lean,diet_threshold,partisanship_scenario,age_group,value
MO,2015,3,online,L,50,strict,under 18,5.4
MO,2015,4,online,L,50,strict,under 18,7.4
MO,2015,1,online,R,50,strict,under 18,0.4
MO,2015,2,online,R,50,strict,under 18,1.4
MO,2015,3,online,R,50,strict,under 18,2.4
MO,2015,4,online,R,50,strict,under 18,3.4
MO,2015,1,tv,L,75,lenient,under 18,6.8
MO,2015,2,tv,L,75,lenient,under 18,16.8
MO,2015,3,tv,L,75,lenient,under 18,26.8
MO,2015,4,tv,L,75,lenient,under 18,36.8
MO,2015,1,tv,R,75,lenient,under 18,1.8
MO,2015,2,tv,R,75,lenient,under 18,6.8
MO,2015,3,tv,R,75,lenient,under 18,11.8
MO,2015,4,tv,R,75,lenient,under 18,16.8
MO,2015,1,online,L,75,lenient,under 18,0.8
MO,2015,2,online,L,75,lenient,under 18,2.8
MO,2015,3,online,L,75,lenient,under 18,4.8
MO,2015,4,online,L,75,lenient,under 18,6.8
MO,2015,1,online,R,75,lenient,under 18,0.3
MO,2015,2,online,R,75,lenient,under 18,0.8
MO,2015,3,online,R,75,lenient,under 18,1.8
MO,2015,4,online,R,75,lenient,under 18,2.8
MO,2015,1,tv,L,75,strict,under 18,6.4
MO,2015,2,tv,L,75,strict,under 18,16.4
MO,2015,3,tv,L,75,strict,under 18,26.4
MO,2015,4,tv,L,75,strict,under 18,36.4
MO,2015,1,tv,R,75,strict,under 18,1.4
MO,2015,2,tv,R,75,strict,under 18,6.4
MO,2015,3,tv,R,75,strict,under 18,11.4
MO,2015,4,tv,R,75,strict,under 18,16.4
MO,2015,1,online,L,75,strict,under 18,0.4
MO,2015,2,online,L,75,strict,under 18,2.4
MO,2015,3,online,L,75,strict,under 18,4.4
MO,2015,4,online,L,75,strict,under 18,6.4
MO,2015,1,online,R,75,strict,under 18,0
MO,2015,2,online,R,75,strict,under 18,0.4
MO,2015,3,online,R,75,strict,under 18,1.4
MO,2015,4,online,R,75,strict,under 18,2.4
MS,2015,1,tv,L,50,lenient,under 18,10
MS,2015,2,tv,L,50,lenient,under 18,20
MS,2015,3,tv,L,50,lenient,under 18,30
MS,2015,4,tv,L,50,lenient,under 18,40
MS,2015,1,tv,R,50,lenient,under 18,5
MS,2015,2,tv,R,50,lenient,under 18,10
MS,2015,3,tv,R,50,lenient,under 18,15
MS,2015,4,tv,R,50,lenient,under 18,20
MS,2015,1,online,L,50,lenient,under 18,2
MS,2015,2,online,L,50,lenient,under 18,4
MS,2015,3,online,L,50,lenient,under 18,6
MS,2015,4,online,L,50,lenient,under 18,8
MS,2015,1,online,R,50,lenient,under 18,1
MS,2015,2,online,R,50,lenient,under 18,2
MS,2015,3,online,R,50,lenient,under 18,3
MS,2015,4,online,R,50,lenient,under 18,4
MS,2015,1,tv,L,50,strict,under 18,9.6
MS,2015,2,tv,L,50,strict,under 18,19.6
MS,2015,3,tv,L,50,strict,under 18,29.6
MS,2015,4,tv,L,50,strict,under 18,39.6
MS,2015,1,tv,R,50,strict,under 18,4.6
MS,2015,2,tv,R,50,strict,under 18,9.6
MS,2015,3,tv,R,50,strict,under 18,14.6
MS,2015,4,tv,R,50,strict,under 18,19.6
MS,2015,1,online,L,50,strict,under 18,1.6
MS,2015,2,online,L,50,strict,under 18,3.6
MS,2015,3,online,L,50,strict,under 18,5.6
MS,2015,4,online,L,50,strict,under 18,7.6
MS,2015,1,online,R,50,strict,under 18,0.6
MS,2015,2,online,R,50,strict,under 18,1.6
MS,2015,3,online,R,50,strict,under 18,2.6
MS,2015,4,online,R,50,strict,under 18,3.6
MS,2015,1,tv,L,75,lenient,under 18,7
MS,2015,2,tv,L,75,lenient,under 18,17
MS,2015,3,tv,L,75,lenient,under 18,27
MS,2015,4,tv,L,75,lenient,under 18,37
MS,2015,1,tv,R,75,lenient,under 18,2
MS,2015,2,tv,R,75,lenient,under 18,7
MS,2015,3,tv,R,75,lenient,under 18,12
MS,2015,4,tv,R,75,lenient,under 18,17
MS,2015,1,online,L,75,lenient,under 18,1
MS,2015,2,online,L,75,lenient,under 18,3
MS,2015,3,online,L,75,lenient,under 18,5
MS,2015,4,online,L,75,lenient,under 18,7
MS,2015,1,online,R,75,lenient,under 18,0.5
MS,2015,2,online,R,75,lenient,under 18,1
MS,2015,3,online,R,75,lenient,under 18,2
MS,2015,4,online,R,75,lenient,under 18,3
MS,2015,1,tv,L,75,strict,under 18,6.6
MS,2015,2,tv,L,75,strict,under 18,16.6
MS,2015,3,tv,L,75,strict,under 18,26.6
MS,2015,4,tv,L,75,strict,under 18,36.6
MS,2015,1,tv,R,75,strict,under 18,1.6
MS,2015,2,tv,R,75,strict,under 18,6.6
MS,2015,3,tv,R,75,strict,under 18,11.6
MS,2015,4,tv,R,75,strict,under 18,16.6
MS,2015,1,online,L,75,strict,under 18,0.6
MS,2015,2,online,L,75,strict,under 18,2.6
MS,2015,3,online,L,75,strict,under 18,4.6
MS,2015,4,online,L,75,strict,under 18,6.6
MS,2015,1,online,R,75,strict,under 18,0.1
MS,2015,2,online,R,75,strict,under 18,0.6
MS,2015,3,online,R,75,strict,under 18,1.6
MS,2015,4,online,R,75,strict,under 18,2.6
MT,2015,1,tv,L,50,lenient,under 18,9.8
MT,2015,2,tv,L,50,lenient,under 18,19.8
MT,2015,3,tv,L,50,lenient,under 18,29.8
MT,2015,4,tv,L,50,lenient,under 18,39.8
MT,2015,1,tv,R,50,lenient,under 18,4.8
MT,2015,2,tv,R,50,lenient,under 18,9.8
MT,2015,3,tv,R,50,lenient,under 18,14.8
MT,2015,4,tv,R,50,lenient,under 18,19.8
MT,2015,1,online,L,50,lenient,under 18,1.8
MT,2015,2,online,L,50,lenient,under 18,3.8
MT,2015,3,online,L,50,lenient,under 18,5.8
MT,2015,4,online,L,50,lenient,under 18,7.8
MT,2015,1,online,R,50,lenient,under 18,0.8
MT,2015,2,online,R,50,lenient,under 18,1.8
MT,2015,3,online,R,50,lenient,under 18,2.8
MT,2015,4,online,R,50,lenient,under 18,3.8
MT,2015,1,tv,L,50,strict,under 18,9.4
MT,2015,2,tv,L,50,strict,under 18,19.4
MT,2015,3,tv,L,50,strict,under 18,29.4
MT,2015,4,tv,L,50,strict,under 18,39.4
MT,2015,1,tv,R,50,strict,under 18,4.4
MT,2015,2,tv,R,50,strict,under 18,9.4
MT,2015,3,tv,R,50,strict,under 18,14.4
MT,2015,4,tv,R,50,strict,under 18,19.4
MT,2015,1,online,L,50,strict,under 18,1.4
MT,2015,2,online,L,50,strict,under 18,3.4
MT,2015,3,online,L,50,strict,under 18,5.4
MT,2015,4,online,L,50,strict,under 18,7.4
MT,2015,1,online,R,50,strict,under 18,0.4
MT,2015,2,online,R,50,strict,under 18,1.4
MT,2015,3,online,R,50,strict,under 18,2.4
MT,2015,4,online,R,50,strict,under 18,3.4
MT,2015,1,tv,L,75,lenient,under 18,6.8
MT,2015,2,tv,L,75,lenient,under 18,16.8
MT,2015,3,tv,L,75,lenient,under 18,26.8
MT,2015,4,tv,L,75,lenient,under 18,36.8
MT,2015,1,tv,R,75,lenient,under 18,1.8
MT,2015,2,tv,R,75,lenient,under 18,6.8
MT,2015,3,tv,R,75,lenient,under 18,11.8
MT,2015,4,tv,R,75,lenient,under 18,16.8
MT,2015,1,online,L,75,lenient,under 18,0.8
MT,2015,2,online,L,75,lenient,under 18,2.8
MT,2015,3,online,L,75,lenient,under 18,4.8
MT,2015,4,online,L,75,lenient,under 18,6.8
MT,2015,1,online,R,75,lenient,under 18,0.3
MT,2015,2,online,R,75,lenient,under 18,0.8
MT,2015,3,online,R,75,lenient,under 18,1.8
MT,2015,4,online,R,75,lenient,under 18,2.8
MT,2015,1,tv,L,75,strict,under 18,6.4
MT,2015,2,tv,L,75,strict,under 18,16.4
MT,2015,3,tv,L,75,strict,under 18,26.4
MT,2015,4,tv,L,75,strict,under 18,36.4
MT,2015,1,tv,R,75,strict,under 18,1.4
MT,2015,2,tv,R,75,strict,under 18,6.4
MT,2015,3,tv,R,75,strict,under 18,11.4
MT,2015,4,tv,R,75,strict,under 18,16.4
MT,2015,1,online,L,75,strict,under 18,0.4
MT,2015,2,online,L,75,strict,under 18,2.4
MT,2015,3,online,L,75,strict,under 18,4.4
MT,2015,4,online,L,75,strict,under 18,6.4
MT,2015,1,online,R,75,strict,under 18,0
MT,2015,2,online,R,75,strict,under 18,0.4
MT,2015,3,online,R,75,strict,under 18,1.4
MT,2015,4,online,R,75,strict,under 18,2.4
NC,2015,1,tv,L,50,lenient,under 18,10
NC,2015,2,tv,L,50,lenient,under 18,20
NC,2015,3,tv,L,50,lenient,under 18,30
NC,2015,4,tv,L,50,lenient,under 18,40
NC,2015,1,tv,R,50,lenient,under 18,5
NC,2015,2,tv,R,50,lenient,under 18,10
NC,2015,3,tv,R,50,lenient,under 18,15
NC,2015,4,tv,R,50,lenient,under 18,20
NC,2015,1,online,L,50,lenient,under 18,2
NC,2015,2,online,L,50,lenient,under 18,4
NC,2015,3,online,L,50,lenient,under 18,6
NC,2015,4,online,L,50,lenient,under 18,8
NC,2015,1,online,R,50,lenient,under 18,1
NC,2015,2,online,R,50,lenient,under 18,2
NC,2015,3,online,R,50,lenient,under 18,3
NC,2015,4,online,R,50,lenient,under 18,4
NC,2015,1,tv,L,50,strict,under 18,9.6
NC,2015,2,tv,L,50,strict,under 18,19.6
NC,2015,3,tv,L,50,strict,under 18,29.6
NC,2015,4,tv,L,50,strict,under 18,39.6
NC,2015,1,tv,R,50,strict,under 18,4.6
NC,2015,2,tv,R,50,strict,under 18,9.6
NC,2015,3,tv,R,50,strict,under 18,14.6
NC,2015,4,tv,R,50,strict,under 18,19.6
NC,2015,1,online,L,50,strict,under 18,1.6
NC,2015,2,online,L,50,strict,under 18,3.6
NC,2015,3,online,L,50,strict,under 18,5.6
NC,2015,4,online,L,50,strict,under 18,7.6
NC,2015,1,online,R,50,strict,under 18,0.6
NC,2015,2,online,R,50,strict,under 18,1.6
NC,2015,3,online,R,50,strict,under 18,2.6
NC,2015,4,online,R,50,strict,under 18,3.6
NC,2015,1,tv,L,75,lenient,under 18,7
NC,2015,2,tv,L,75,lenient,under 18,17
NC,2015,3,tv,L,75,lenient,under 18,27
NC,2015,4,tv,L,75,lenient,under 18,37
NC,2015,1,tv,R,75,lenient,under 18,2
NC,2015,2,tv,R,75,lenient,under 18,7
NC,2015,3,tv,R,75,lenient,under 18,12
NC,2015,4,tv,R,75,lenient,under 18,17
NC,2015,1,online,L,75,lenient,under 18,1
NC,2015,2,online,L,75,lenient,under 18,3
NC,2015,3,online,L,75,lenient,under 18,5
NC,2015,4,online,L,75,lenient,under 18,7
NC,2015,1,online,R,75,lenient,under 18,0.5
NC,2015,2,online,R,75,lenient,under 18,1
NC,2015,3,online,R,75,lenient,under 18,2
NC,2015,4,online,R,75,lenient,under 18,3
NC,2015,1,tv,L,75,strict,under 18,6.6
NC,2015,2,tv,L,75,strict,under 18,16.6
NC,2015,3,tv,L,75,strict,under 18,26.6
NC,2015,4,tv,L,75,strict,under 18,36.6
NC,2015,1,tv,R,75,strict,under 18,1.6
NC,2015,2,tv,R,75,strict,under 18,6.6
NC,2015,3,tv,R,75,strict,under 18,11.6
NC,2015,4,tv,R,75,strict,under 18,16.6
NC,2015,1,online,L,75,strict,under 18,0.6
NC,2015,2,online,L,75,strict,under 18,2.6
NC,2015,3,online,L,75,strict,under 18,4.6
NC,2015,4,online,L,75,strict,under 18,6.6
NC,2015,1,online,R,75,strict,under 18,0.1
NC,2015,2,online,R,75,strict,under 18,0.6
NC,2015,3,online,R,75,strict,under 18,1.6
NC,2015,4,online,R,75,strict,under 18,2.6
ND,2015,1,tv,L,50,lenient,under 18,9.8
ND,2015,2,tv,L,50,lenient,under 18,19.8
ND,2015,3,tv,L,50,lenient,under 18,29.8
ND,2015,4,tv,L,50,lenient,under 18,39.8
ND,2015,1,tv,R,50,lenient,under 18,4.8
ND,2015,2,tv,R,50,lenient,under 18,9.8
ND,2015,3,tv,R,50,lenient,under 18,14.8
ND,2015,4,tv,R,50,lenient,under 18,19.8
ND,2015,1,online,L,50,lenient,under 18,1.8
ND,2015,2,online,L,50,lenient,under 18,3.8
ND,2015,3,online,L,50,lenient,under 18,5.8
ND,2015,4,online,L,50,lenient,under 18,7.8
ND,2015,1,online,R,50,lenient,under 18,0.8
ND,2015,2,online,R,50,lenient,under 18,1.8
ND,2015,3,online,R,50,lenient,under 18,2.8
ND,2015,4,online,R,50,lenient,under 18,3.8
ND,2015,1,tv,L,50,strict,under 18,9.4
ND,2015,2,tv,L,50,strict,under 18,19.4
ND,2015,3,tv,L,50,strict,under 18,29.4
ND,2015,4,tv,L,50,strict,under 18,39.4
ND,2015,1,tv,R,50,strict,under 18,4.4
ND,2015,2,tv,R,50,strict,under 18,9.4
ND,2015,3,tv,R,50,strict,under 18,14.4
ND,2015,4,tv,R,50,strict,under 18,19.4
ND,2015,1,online,L,50,strict,under 18,1.4
ND,2015,2,online,L,50,strict,under 18,3.4
ND,2015,3,online,L,50,strict,under 18,5.4
ND,2015,4,online,L,50,strict,under 18,7.4
ND,2015,1,online,R,50,strict,under 18,0.4
ND,2015,2,online,R,50,strict,under 18,1.4
ND,2015,3,online,R,50,strict,under 18,2.4
ND,2015,4,online,R,50,strict,under 18,3.4
ND,2015,1,tv,L,75,lenient,under 18,6.8
ND,2015,2,tv,L,75,lenient,under 18,16.8
ND,2015,3,tv,L,75,lenient,under 18,26.8
ND,2015,4,tv,L,75,lenient,under 18,36.8
ND,2015,1,tv,R,75,lenient,under 18,1.8
ND,2015,2,tv,R,75,lenient,under 18,6.8
ND,2015,3,tv,R,75,lenient,under 18,11.8
ND,2015,4,tv,R,75,lenient,under 18,16.8
ND,2015,1,online,L,75,lenient,under 18,0.8
ND,2015,2,online,L,75,lenient,under 18,2.8
ND,2015,3,online,L,75,lenient,under 18,4.8
ND,2015,4,online,L,75,lenient,under 18,6.8
ND,2015,1,online,R,75,lenient,under 18,0.3
ND,2015,2,online,R,75,lenient,under 18,0.8
ND,2015,3,online,R,75,lenient,under 18,1.8
ND,2015,4,online,R,75,lenient,under 18,2.8
ND,2015,1,tv,L,75,strict,under 18,6.4
ND,2015,2,tv,L,75,strict,under 18,16.4
ND,2015,3,tv,L,75,strict,under 18,26.4
ND,2015,4,tv,L,75,strict,under 18,36.4
ND,2015,1,tv,R,75,strict,under 18,1.4
ND,2015,2,tv,R,75,strict,under 18,6.4
ND,2015,3,tv,R,75,strict,under 18,11.4
ND,2015,4,tv,R,75,strict,under 18,16.4
ND,2015,1,online,L,75,strict,under 18,0.4
ND,2015,2,online,L,75,strict,under 18,2.4
ND,2015,3,online,L,75,strict,under 18,4.4
ND,2015,4,online,L,75,strict,under 18,6.4
ND,2015,1,online,R,75,strict,under 18,0
ND,2015,2,online,R,75,strict,under 18,0.4
ND,2015,3,online,R,75,strict,under 18,1.4
ND,2015,4,online,R,75,strict,under 18,2.4
NE,2015,1,tv,L,50,lenient,under 18,10
NE,2015,2,tv,L,50,lenient,under 18,20
NE,2015,3,tv,L,50,lenient,under 18,30
NE,2015,4,tv,L,50,lenient,under 18,40
NE,2015,1,tv,R,50,lenient,under 18,5
NE,2015,2,tv,R,50,lenient,under 18,10
NE,2015,3,tv,R,50,lenient,under 18,15
NE,2015,4,tv,R,50,lenient,under 18,20
NE,2015,1,online,L,50,lenient,under 18,2
NE,2015,2,online,L,50,lenient,under 18,4
NE,2015,3,online,L,50,lenient,under 18,6
NE,2015,4,online,L,50,lenient,under 18,8
NE,2015,1,online,R,50,lenient,under 18,1
NE,2015,2,online,R,50,lenient,under 18,2
NE,2015,3,online,R,50,lenient,under 18,3
NE,2015,4,online,R,50,lenient,under 18,4
NE,2015,1,tv,L,50,strict,under 18,9.6
NE,2015,2,tv,L,50,strict,under 18,19.6
NE,2015,3,tv,L,50,strict,under 18,29.6
NE,2015,4,tv,L,50,strict,under 18,39.6
NE,2015,1,tv,R,50,strict,under 18,4.6
NE,2015,2,tv,R,50,strict,under 18,9.6
NE,2015,3,tv,R,50,strict,under 18,14.6
NE,2015,4,tv,R,50,strict,under 18,19.6
NE,2015,1,online,L,50,strict,under 18,1.6
NE,2015,2,online,L,50,strict,under 18,3.6
NE,2015,3,online,L,50,strict,under 18,5.6
NE,2015,4,online,L,50,strict,under 18,7.6
NE,2015,1,online,R,50,strict,under 18,0.6
NE,2015,2,online,R,50,strict,under 18,1.6
NE,2015,3,online,R,50,strict,under 18,2.6
NE,2015,4,online,R,50,strict,under 18,3.6
NE,2015,1,tv,L,75,lenient,under 18,7
NE,2015,2,tv,L,75,lenient,under 18,17
NE,2015,3,tv,L,75,lenient,under 18,27
NE,2015,4,tv,L,75,lenient,under 18,37
NE,2015,1,tv,R,75,lenient,under 18,2
NE,2015,2,tv,R,75,lenient,under 18,7
NE,2015,3,tv,R,75,lenient,under 18,12
NE,2015,4,tv,R,75,lenient,under 18,17
NE,2015,1,online,L,75,lenient,under 18,1
NE,2015,2,online,L,75,lenient,under 18,3
NE,2015,3,online,L,75,lenient,under 18,5
NE,2015,4,online,L,75,lenient,under 18,7
NE,2015,1,online,R,75,lenient,under 18,0.5
NE,2015,2,online,R,75,lenient,under 18,1
NE,2015,3,online,R,75,lenient,under 18,2
NE,2015,4,online,R,75,lenient,under 18,3
NE,2015,1,tv,L,75,strict,under 18,6.6
NE,2015,2,tv,L,75,strict,under 18,16.6
NE,2015,3,tv,L,75,strict,under 18,26.6
NE,2015,4,tv,L,75,strict,under 18,36.6
NE,2015,1,tv,R,75,strict,under 18,1.6
NE,2015,2,tv,R,75,strict,under 18,6.6
NE,2015,3,tv,R,75,strict,under 18,11.6
NE,2015,4,tv,R,75,strict,under 18,16.6
NE,2015,1,online,L,75,strict,under 18,0.6
NE,2015,2,online,L,75,strict,under 18,2.6
NE,2015,3,online,L,75,strict,under 18,4.6
NE,2015,4,online,L,75,strict,under 18,6.6
NE,2015,1,online,R,75,strict,under 18,0.1
NE,2015,2,online,R,75,strict,under 18,0.6
NE,2015,3,online,R,75,strict,under 18,1.6
NE,2015,4,online,R,75,strict,under 18,2.6
NH,2015,1,tv,L,50,lenient,under 18,9.8
NH,2015,2,tv,L,50,lenient,under 18,19.8
NH,2015,3,tv,L,50,lenient,under 18,29.8
NH,2015,4,tv,L,50,lenient,under 18,39.8
NH,2015,1,tv,R,50,lenient,under 18,4.8
NH,2015,2,tv,R,50,lenient,under 18,9.8
NH,2015,3,tv,R,50,lenient,under 18,14.8
NH,2015,4,tv,R,50,lenient,under 18,19.8
NH,2015,1,online,L,50,lenient,under 18,1.8
NH,2015,2,online,L,50,lenient,under 18,3.8
NH,2015,3,online,L,50,lenient,under 18,5.8
NH,2015,4,online,L,50,lenient,under 18,7.8
NH,2015,1,online,R,50,lenient,under 18,0.8
NH,2015,2,online,R,50,lenient,under 18,1.8
NH,2015,3,online,R,50,lenient,under 18,2.8
NH,2015,4,online,R,50,lenient,under 18,3.8
NH,2015,1,tv,L,50,strict,under 18,9.4
NH,2015,2,tv,L,50,strict,under 18,19.4
NH,2015,3,tv,L,50,strict,under 18,29.4
NH,2015,4,tv,L,50,strict,under 18,39.4
NH,2015,1,tv,R,50,strict,under 18,4.4
NH,2015,2,tv,R,50,strict,under 18,9.4
NH,2015,3,tv,R,50,strict,under 18,14.4
NH,2015,4,tv,R,50,strict,under 18,19.4
NH,2015,1,online,L,50,strict,under 18,1.4
NH,2015,2,online,L,50,strict,under 18,3.4
NH,2015,3,online,L,50,strict,under 18,5.4
NH,2015,4,online,L,50,strict,under 18,7.4
NH,2015,1,online,R,50,strict,under 18,0.4
NH,2015,2,online,R,50,strict,under 18,1.4
NH,2015,3,online,R,50,strict,under 18,2.4
NH,2015,4,online,R,50,strict,under 18,3.4
NH,2015,1,tv,L,75,lenient,under 18,6.8
NH,2015,2,tv,L,75,lenient,under 18,16.8
NH,2015,3,tv,L,75,lenient,under 18,26.8
NH,2015,4,tv,L,75,lenient,under 18,36.8
NH,2015,1,tv,R,75,lenient,under 18,1.8
NH,2015,2,tv,R,75,lenient,under 18,6.8
NH,2015,3,tv,R,75,lenient,under 18,11.8
NH,2015,4,tv,R,75,lenient,under 18,16.8
NH,2015,1,online,L,75,lenient,under 18,0.8
NH,2015,2,online,L,75,lenient,under 18,2.8
NH,2015,3,online,L,75,lenient,under 18,4.8
NH,2015,4,online,L,75,lenient,under 18,6.8
NH,2015,1,online,R,75,lenient,under 18,0.3
NH,2015,2,online,R,75,lenient,under 18,0.8
NH,2015,3,online,R,75,lenient,under 18,1.8
NH,2015,4,online,R,75,lenient,under 18,2.8
NH,2015,1,tv,L,75,strict,under 18,6.4
NH,2015,2,tv,L,75,strict,under 18,16.4
NH,2015,3,tv,L,75,strict,under 18,26.4
NH,2015,4,tv,L,75,strict,under 18,36.4
NH,2015,1,tv,R,75,strict,under 18,1.4
NH,2015,2,tv,R,75,strict,under 18,6.4
NH,2015,3,tv,R,75,strict,under 18,11.4
NH,2015,4,tv,R,75,strict,under 18,16.4
NH,2015,1,online,L,75,strict,under 18,0.4
NH,2015,2,online,L,75,strict,under 18,2.4
NH,2015,3,online,L,75,strict,under 18,4.4
NH,2015,4,online,L,75,strict,under 18,6.4
NH,2015,1,online,R,75,strict,under 18,0
NH,2015,2,online,R,75,strict,under 18,0.4
NH,2015,3,online,R,75,strict,under 18,1.4
NH,2015,4,online,R,75,strict,under 18,2.4
NJ,2015,1,tv,L,50,lenient,under 18,10
NJ,2015,2,tv,L,50,lenient,under 18,20
NJ,2015,3,tv,L,50,lenient,under 18,30
NJ,2015,4,tv,L,50,lenient,under 18,40
NJ,2015,1,tv,R,50,lenient,under 18,5
NJ,2015,2,tv,R,50,lenient,under 18,10
NJ,2015,3,tv,R,50,lenient,under 18,15
NJ,2015,4,tv,R,50,lenient,under 18,20
NJ,2015,1,online,L,50,lenient,under 18,2
NJ,2015,2,online,L,50,lenient,under 18,4
NJ,2015,3,online,L,50,lenient,under 18,6
NJ,2015,4,online,L,50,lenient,under 18,8
NJ,2015,1,online,R,50,lenient,under 18,1
NJ,2015,2,online,R,50,lenient,under 18,2
NJ,2015,3,online,R,50,lenient,under 18,3
NJ,2015,4,online,R,50,lenient,under 18,4
NJ,2015,1,tv,L,50,strict,under 18,9.6
NJ,2015,2,tv,L,50,strict,under 18,19.6
NJ,2015,3,tv,L,50,strict,under 18,29.6
NJ,2015,4,tv,L,50,strict,under 18,39.6
NJ,2015,1,tv,R,50,strict,under 18,4.6
NJ,2015,2,tv,R,50,strict,under 18,9.6
NJ,2015,3,tv,R,50,strict,under 18,14.6
NJ,2015,4,tv,R,50,strict,under 18,19.6
NJ,2015,1,online,L,50,strict,under 18,1.6
NJ,2015,2,online,L,50,strict,under 18,3.6
NJ,2015,3,online,L,50,strict,under 18,5.6
NJ,2015,4,online,L,50,strict,under 18,7.6
NJ,2015,1,online,R,50,strict,under 18,0.6
NJ,2015,2,online,R,50,strict,under 18,1.6
NJ,2015,3,online,R,50,strict,under 18,2.6
NJ,2015,4,online,R,50,strict,under 18,3.6
NJ,2015,1,tv,L,75,lenient,under 18,7
NJ,2015,2,tv,L,75,lenient,under 18,17
NJ,2015,3,tv,L,75,lenient,under 18,27
NJ,2015,4,tv,L,75,lenient,under 18,37
NJ,2015,1,tv,R,75,lenient,under 18,2
NJ,2015,2,tv,R,75,lenient,under 18,7
NJ,2015,3,tv,R,75,lenient,under 18,12
NJ,2015,4,tv,R,75,lenient,under 18,17
NJ,2015,1,online,L,75,lenient,under 18,1
NJ,2015,2,online,L,75,lenient,under 18,3
NJ,2015,3,online,L,75,lenient,under 18,5
NJ,2015,4,online,L,75,lenient,under 18,7
NJ,2015,1,online,R,75,lenient,under 18,0.5
NJ,2015,2,online,R,75,lenient,under 18,1
NJ,2015,3,online,R,75,lenient,under 18,2
NJ,2015,4,online,R,75,lenient,under 18,3
NJ,2015,1,tv,L,75,strict,under 18,6.6
NJ,2015,2,tv,L,75,strict,under 18,16.6
NJ,2015,3,tv,L,75,strict,under 18,26.6
NJ,2015,4,tv,L,75,strict,under 18,36.6
NJ,2015,1,tv,R,75,strict,under 18,1.6
NJ,2015,2,tv,R,75,strict,under 18,6.6
NJ,2015,3,tv,R,75,strict,under 18,11.6
NJ,2015,4,tv,R,75,strict,under 18,16.6
NJ,2015,1,online,L,75,strict,under 18,0.6
NJ,2015,2,online,L,75,strict,under 18,2.6
NJ,2015,3,online,L,75,strict,under 18,4.6
NJ,2015,4,online,L,75,strict,under 18,6.6
NJ,2015,1,online,R,75,strict,under 18,0.1
NJ,2015,2,online,R,75,strict,under 18,0.6
NJ,2015,3,online,R,75,strict,under 18,1.6
NJ,2015,4,online,R,75,strict,under 18,2.6
NM,2015,1,tv,L,50,lenient,under 18,9.8
NM,2015,2,tv,L,50,lenient,under 18,19.8
NM,2015,3,tv,L,50,lenient,under 18,29.8
NM,2015,4,tv,L,50,lenient,under 18,39.8
NM,2015,1,tv,R,50,lenient,under 18,4.8
NM,2015,2,tv,R,50,lenient,under 18,9.8
NM,2015,3,tv,R,50,lenient,under 18,14.8
NM,2015,4,tv,R,50,lenient,under 18,19.8
NM,2015,1,online,L,50,lenient,under 18,1.8
NM,2015,2,online,L,50,lenient,under 18,3.8
NM,2015,3,online,L,50,lenient,under 18,5.8
NM,2015,4,online,L,50,lenient,under 18,7.8
NM,2015,1,online,R,50,lenient,under 18,0.8
NM,2015,2,online,R,50,lenient,under 18,1.8
NM,2015,3,online,R,50,lenient,under 18,2.8
NM,2015,4,online,R,50,lenient,under 18,3.8
NM,2015,1,tv,L,50,strict,under 18,9.4
NM,2015,2,tv,L,50,strict,under 18,19.4
NM,2015,3,tv,L,50,strict,under 18,29.4
NM,2015,4,tv,L,50,strict,under 18,39.4
NM,2015,1,tv,R,50,strict,under 18,4.4
NM,2015,2,tv,R,50,strict,under 18,9.4
NM,2015,3,tv,R,50,strict,under 18,14.4
NM,2015,4,tv,R,50,strict,under 18,19.4
NM,2015,1,online,L,50,strict,under 18,1.4
NM,2015,2,online,L,50,strict,under 18,3.4
NM,2015,3,online,L,50,strict,under 18,5.4
NM,2015,4,online,L,50,strict,under 18,7.4
NM,2015,1,online,R,50,strict,under 18,0.4
NM,2015,2,online,R,50,strict,under 18,1.4
NM,2015,3,online,R,50,strict,under 18,2.4
NM,2015,4,online,R,50,strict,under 18,3.4
NM,2015,1,tv,L,75,lenient,under 18,6.8
NM,2015,2,tv,L,75,lenient,under 18,16.8
NM,2015,3,tv,L,75,lenient,under 18,26.8
NM,2015,4,tv,L,75,lenient,under 18,36.8
NM,2015,1,tv,R,75,lenient,under 18,1.8
NM,2015,2,tv,R,75,lenient,under 18,6.8
NM,2015,3,tv,R,75,lenient,under 18,11.8
NM,2015,4,tv,R,75,lenient,under 18,16.8
NM,2015,1,online,L,75,lenient,under 18,0.8
NM,2015,2,online,L,75,lenient,under 18,2.8
NM,2015,3,online,L,75,lenient,under 18,4.8
NM,2015,4,online,L,75,lenient,under 18,6.8
NM,2015,1,online,R,75,lenient,under 18,0.3
NM,2015,2,online,R,75,lenient,under 18,0.8
NM,2015,3,online,R,75,lenient,under 18,1.8
NM,2015,4,online,R,75,lenient,under 18,2.8
NM,2015,1,tv,L,75,strict,under 18,6.4
NM,2015,2,tv,L,75,strict,under 18,16.4
NM,2015,3,tv,L,75,strict,under 18,26.4
NM,2015,4,tv,L,75,strict,under 18,36.4
NM,2015,1,tv,R,75,strict,under 18,1.4
NM,2015,2,tv,R,75,strict,under 18,6.4
NM,2015,3,tv,R,75,strict,under 18,11.4
NM,2015,4,tv,R,75,strict,under 18,16.4
NM,2015,1,online,L,75,strict,under 18,0.4
NM,2015,2,online,L,75,strict,under 18,2.4
