state,year,month,medium,political_lean,diet_threshold,partisanship_scenario,value
GA,2015,1,tv,R,50,lenient,4.8
GA,2015,2,tv,R,50,lenient,9.8
GA,2015,3,tv,R,50,lenient,14.8
GA,2015,4,tv,R,50,lenient,19.8
GA,2015,1,online,L,50,lenient,1.8
GA,2015,2,online,L,50,lenient,3.8
GA,2015,3,online,L,50,lenient,5.8
GA,2015,4,online,L,50,lenient,7.8
GA,2015,1,online,R,50,lenient,0.8
GA,2015,2,online,R,50,lenient,1.8
GA,2015,3,online,R,50,lenient,2.8
GA,2015,4,online,R,50,lenient,3.8
GA,2015,1,tv,L,50,strict,9.4
GA,2015,2,tv,L,50,strict,19.4
GA,2015,3,tv,L,50,strict,29.4
GA,2015,4,tv,L,50,strict,39.4
GA,2015,1,tv,R,50,strict,4.4
GA,2015,2,tv,R,50,strict,9.4
GA,2015,3,tv,R,50,strict,14.4
GA,2015,4,tv,R,50,strict,19.4
GA,2015,1,online,L,50,strict,1.4
GA,2015,2,online,L,50,strict,3.4
GA,2015,3,online,L,50,strict,5.4
GA,2015,4,online,L,50,strict,7.4
GA,2015,1,online,R,50,strict,0.4
GA,2015,2,online,R,50,strict,1.4
GA,2015,3,online,R,50,strict,2.4
GA,2015,4,online,R,50,strict,3.4
GA,2015,1,tv,L,75,lenient,6.8
GA,2015,2,tv,L,75,lenient,16.8
GA,2015,3,tv,L,75,lenient,26.8
GA,2015,4,tv,L,75,lenient,36.8
GA,2015,1,tv,R,75,lenient,1.8
GA,2015,2,tv,R,75,lenient,6.8
GA,2015,3,tv,R,75,lenient,11.8
GA,2015,4,tv,R,75,lenient,16.8
GA,2015,1,online,L,75,lenient,0.8
GA,2015,2,online,L,75,lenient,2.8
GA,2015,3,online,L,75,lenient,4.8
GA,2015,4,online,L,75,lenient,6.8
GA,2015,1,online,R,75,lenient,0.3
GA,2015,2,online,R,75,lenient,0.8
GA,2015,3,online,R,75,lenient,1.8
GA,2015,4,online,R,75,lenient,2.8
GA,2015,1,tv,L,75,strict,6.4
GA,2015,2,tv,L,75,strict,16.4
GA,2015,3,tv,L,75,strict,26.4
GA,2015,4,tv,L,75,strict,36.4
GA,2015,1,tv,R,75,strict,1.4
GA,2015,2,tv,R,75,strict,6.4
GA,2015,3,tv,R,75,strict,11.4
GA,2015,4,tv,R,75,strict,16.4
GA,2015,1,online,L,75,strict,0.4
GA,2015,2,online,L,75,strict,2.4
GA,2015,3,online,L,75,strict,4.4
GA,2015,4,online,L,75,strict,6.4
GA,2015,1,online,R,75,strict,0
GA,2015,2,online,R,75,strict,0.4
GA,2015,3,online,R,75,strict,1.4
GA,2015,4,online,R,75,strict,2.4
HI,2015,1,tv,L,50,lenient,10
HI,2015,2,tv,L,50,lenient,20
HI,2015,3,tv,L,50,lenient,30
HI,2015,4,tv,L,50,lenient,40
HI,2015,1,tv,R,50,lenient,5
HI,2015,2,tv,R,50,lenient,10
HI,2015,3,tv,R,50,lenient,15
HI,2015,4,tv,R,50,lenient,20
HI,2015,1,online,L,50,lenient,2
HI,2015,2,online,L,50,lenient,4
HI,2015,3,online,L,50,lenient,6
HI,2015,4,online,L,50,lenient,8
HI,2015,1,online,R,50,lenient,1
HI,2015,2,online,R,50,lenient,2
HI,2015,3,online,R,50,lenient,3
HI,2015,4,online,R,50,lenient,4
HI,2015,1,tv,L,50,strict,9.6
HI,2015,2,tv,L,50,strict,19.6
HI,2015,3,tv,L,50,strict,29.6
HI,2015,4,tv,L,50,strict,39.6
HI,2015,1,tv,R,50,strict,4.6
HI,2015,2,tv,R,50,strict,9.6
HI,2015,3,tv,R,50,strict,14.6
HI,2015,4,tv,R,50,strict,19.6
HI,2015,1,online,L,50,strict,1.6
HI,2015,2,online,L,50,strict,3.6
HI,2015,3,online,L,50,strict,5.6
HI,2015,4,online,L,50,strict,7.6
HI,2015,1,online,R,50,strict,0.6
HI,2015,2,online,R,50,strict,1.6
HI,2015,3,online,R,50,strict,2.6
HI,2015,4,online,R,50,strict,3.6
HI,2015,1,tv,L,75,lenient,7
HI,2015,2,tv,L,75,lenient,17
HI,2015,3,tv,L,75,lenient,27
HI,2015,4,tv,L,75,lenient,37
HI,2015,1,tv,R,75,lenient,2
HI,2015,2,tv,R,75,lenient,7
HI,2015,3,tv,R,75,lenient,12
HI,2015,4,tv,R,75,lenient,17
HI,2015,1,online,L,75,lenient,1
HI,2015,2,online,L,75,lenient,3
HI,2015,3,online,L,75,lenient,5
HI,2015,4,online,L,75,lenient,7
HI,2015,1,online,R,75,lenient,0.5
HI,2015,2,online,R,75,lenient,1
HI,2015,3,online,R,75,lenient,2
HI,2015,4,online,R,75,lenient,3
HI,2015,1,tv,L,75,strict,6.6
HI,2015,2,tv,L,75,strict,16.6
HI,2015,3,tv,L,75,strict,26.6
HI,2015,4,tv,L,75,strict,36.6
HI,2015,1,tv,R,75,strict,1.6
HI,2015,2,tv,R,75,strict,6.6
HI,2015,3,tv,R,75,strict,11.6
HI,2015,4,tv,R,75,strict,16.6
HI,2015,1,online,L,75,strict,0.6
HI,2015,2,online,L,75,strict,2.6
HI,2015,3,online,L,75,strict,4.6
HI,2015,4,online,L,75,strict,6.6
HI,2015,1,online,R,75,strict,0.1
HI,2015,2,online,R,75,strict,0.6
HI,2015,3,online,R,75,strict,1.6
HI,2015,4,online,R,75,strict,2.6
IA,2015,1,tv,L,50,lenient,9.8
IA,2015,2,tv,L,50,lenient,19.8
IA,2015,3,tv,L,50,lenient,29.8
IA,2015,4,tv,L,50,lenient,39.8
IA,2015,1,tv,R,50,lenient,4.8
IA,2015,2,tv,R,50,lenient,9.8
IA,2015,3,tv,R,50,lenient,14.8
IA,2015,4,tv,R,50,lenient,19.8
IA,2015,1,online,L,50,lenient,1.8
IA,2015,2,online,L,50,lenient,3.8
IA,2015,3,online,L,50,lenient,5.8
IA,2015,4,online,L,50,lenient,7.8
IA,2015,1,online,R,50,lenient,0.8
IA,2015,2,online,R,50,lenient,1.8
IA,2015,3,online,R,50,lenient,2.8
IA,2015,4,online,R,50,lenient,3.8
IA,2015,1,tv,L,50,strict,9.4
IA,2015,2,tv,L,50,strict,19.4
IA,2015,3,tv,L,50,strict,29.4
IA,2015,4,tv,L,50,strict,39.4
IA,2015,1,tv,R,50,strict,4.4
IA,2015,2,tv,R,50,strict,9.4
IA,2015,3,tv,R,50,strict,14.4
IA,2015,4,tv,R,50,strict,19.4
IA,2015,1,online,L,50,strict,1.4
IA,2015,2,online,L,50,strict,3.4
IA,2015,3,online,L,50,strict,5.4
IA,2015,4,online,L,50,strict,7.4
IA,2015,1,online,R,50,strict,0.4
IA,2015,2,online,R,50,strict,1.4
IA,2015,3,online,R,50,strict,2.4
IA,2015,4,online,R,50,strict,3.4
IA,2015,1,tv,L,75,lenient,6.8
IA,2015,2,tv,L,75,lenient,16.8
IA,2015,3,tv,L,75,lenient,26.8
IA,2015,4,tv,L,75,lenient,36.8
IA,2015,1,tv,R,75,lenient,1.8
IA,2015,2,tv,R,75,lenient,6.8
IA,2015,3,tv,R,75,lenient,11.8
IA,2015,4,tv,R,75,lenient,16.8
IA,2015,1,online,L,75,lenient,0.8
IA,2015,2,online,L,75,lenient,2.8
IA,2015,3,online,L,75,lenient,4.8
IA,2015,4,online,L,75,lenient,6.8
IA,2015,1,online,R,75,lenient,0.3
IA,2015,2,online,R,75,lenient,0.8
IA,2015,3,online,R,75,lenient,1.8
IA,2015,4,online,R,75,lenient,2.8
IA,2015,1,tv,L,75,strict,6.4
IA,2015,2,tv,L,75,strict,16.4
IA,2015,3,tv,L,75,strict,26.4
IA,2015,4,tv,L,75,strict,36.4
IA,2015,1,tv,R,75,strict,1.4
IA,2015,2,tv,R,75,strict,6.4
IA,2015,3,tv,R,75,strict,11.4
IA,2015,4,tv,R,75,strict,16.4
IA,2015,1,online,L,75,strict,0.4
IA,2015,2,online,L,75,strict,2.4
IA,2015,3,online,L,75,strict,4.4
IA,2015,4,online,L,75,strict,6.4
IA,2015,1,online,R,75,strict,0
IA,2015,2,online,R,75,strict,0.4
IA,2015,3,online,R,75,strict,1.4
IA,2015,4,online,R,75,strict,2.4
ID,2015,1,tv,L,50,lenient,10
ID,2015,2,tv,L,50,lenient,20
ID,2015,3,tv,L,50,lenient,30
ID,2015,4,tv,L,50,lenient,40
ID,2015,1,tv,R,50,lenient,5
ID,2015,2,tv,R,50,lenient,10
ID,2015,3,tv,R,50,lenient,15
ID,2015,4,tv,R,50,lenient,20
ID,2015,1,online,L,50,lenient,2
ID,2015,2,online,L,50,lenient,4
ID,2015,3,online,L,50,lenient,6
ID,2015,4,online,L,50,lenient,8
ID,2015,1,online,R,50,lenient,1
ID,2015,2,online,R,50,lenient,2
ID,2015,3,online,R,50,lenient,3
ID,2015,4,online,R,50,lenient,4
ID,2015,1,tv,L,50,strict,9.6
ID,2015,2,tv,L,50,strict,19.6
ID,2015,3,tv,L,50,strict,29.6
ID,2015,4,tv,L,50,strict,39.6
ID,2015,1,tv,R,50,strict,4.6
ID,2015,2,tv,R,50,strict,9.6
ID,2015,3,tv,R,50,strict,14.6
ID,2015,4,tv,R,50,strict,19.6
ID,2015,1,online,L,50,strict,1.6
ID,2015,2,online,L,50,strict,3.6
ID,2015,3,online,L,50,strict,5.6
ID,2015,4,online,L,50,strict,7.6
ID,2015,1,online,R,50,strict,0.6
ID,2015,2,online,R,50,strict,1.6
ID,2015,3,online,R,50,strict,2.6
ID,2015,4,online,R,50,strict,3.6
ID,2015,1,tv,L,75,lenient,7
ID,2015,2,tv,L,75,lenient,17
ID,2015,3,tv,L,75,lenient,27
ID,2015,4,tv,L,75,lenient,37
ID,2015,1,tv,R,75,lenient,2
ID,2015,2,tv,R,75,lenient,7
ID,2015,3,tv,R,75,lenient,12
ID,2015,4,tv,R,75,lenient,17
ID,2015,1,online,L,75,lenient,1
ID,2015,2,online,L,75,lenient,3
ID,2015,3,online,L,75,lenient,5
ID,2015,4,online,L,75,lenient,7
ID,2015,1,online,R,75,lenient,0.5
ID,2015,2,online,R,75,lenient,1
ID,2015,3,online,R,75,lenient,2
ID,2015,4,online,R,75,lenient,3
ID,2015,1,tv,L,75,strict,6.6
ID,2015,2,tv,L,75,strict,16.6
ID,2015,3,tv,L,75,strict,26.6
ID,2015,4,tv,L,75,strict,36.6
ID,2015,1,tv,R,75,strict,1.6
ID,2015,2,tv,R,75,strict,6.6
ID,2015,3,tv,R,75,strict,11.6
ID,2015,4,tv,R,75,strict,16.6
ID,2015,1,online,L,75,strict,0.6
ID,2015,2,online,L,75,strict,2.6
ID,2015,3,online,L,75,strict,4.6
ID,2015,4,online,L,75,strict,6.6
ID,2015,1,online,R,75,strict,0.1
ID,2015,2,online,R,75,strict,0.6
ID,2015,3,online,R,75,strict,1.6
ID,2015,4,online,R,75,strict,2.6
IL,2015,1,tv,L,50,lenient,9.8
IL,2015,2,tv,L,50,lenient,19.8
IL,2015,3,tv,L,50,lenient,29.8
IL,2015,4,tv,L,50,lenient,39.8
IL,2015,1,tv,R,50,lenient,4.8
IL,2015,2,tv,R,50,lenient,9.8
IL,2015,3,tv,R,50,lenient,14.8
IL,2015,4,tv,R,50,lenient,19.8
IL,2015,1,online,L,50,lenient,1.8
IL,2015,2,online,L,50,lenient,3.8
IL,2015,3,online,L,50,lenient,5.8
IL,2015,4,online,L,50,lenient,7.8
IL,2015,1,online,R,50,lenient,0.8
IL,2015,2,online,R,50,lenient,1.8
IL,2015,3,online,R,50,lenient,2.8
IL,2015,4,online,R,50,lenient,3.8
IL,2015,1,tv,L,50,strict,9.4
IL,2015,2,tv,L,50,strict,19.4
IL,2015,3,tv,L,50,strict,29.4
IL,2015,4,tv,L,50,strict,39.4
IL,2015,1,tv,R,50,strict,4.4
IL,2015,2,tv,R,50,strict,9.4
IL,2015,3,tv,R,50,strict,14.4
IL,2015,4,tv,R,50,strict,19.4
IL,2015,1,online,L,50,strict,1.4
IL,2015,2,online,L,50,strict,3.4
IL,2015,3,online,L,50,strict,5.4
IL,2015,4,online,L,50,strict,7.4
IL,2015,1,online,R,50,strict,0.4
IL,2015,2,online,R,50,strict,1.4
IL,2015,3,online,R,50,strict,2.4
IL,2015,4,online,R,50,strict,3.4
IL,2015,1,tv,L,75,lenient,6.8
IL,2015,2,tv,L,75,lenient,16.8
IL,2015,3,tv,L,75,lenient,26.8
IL,2015,4,tv,L,75,lenient,36.8
IL,2015,1,tv,R,75,lenient,1.8
IL,2015,2,tv,R,75,lenient,6.8
IL,2015,3,tv,R,75,lenient,11.8
IL,2015,4,tv,R,75,lenient,16.8
IL,2015,1,online,L,75,lenient,0.8
IL,2015,2,online,L,75,lenient,2.8
IL,2015,3,online,L,75,lenient,4.8
IL,2015,4,online,L,75,lenient,6.8
IL,2015,1,online,R,75,lenient,0.3
IL,2015,2,online,R,75,lenient,0.8
IL,2015,3,online,R,75,lenient,1.8
IL,2015,4,online,R,75,lenient,2.8
IL,2015,1,tv,L,75,strict,6.4
IL,2015,2,tv,L,75,strict,16.4
IL,2015,3,tv,L,75,strict,26.4
IL,2015,4,tv,L,75,strict,36.4
IL,2015,1,tv,R,75,strict,1.4
IL,2015,2,tv,R,75,strict,6.4
IL,2015,3,tv,R,75,strict,11.4
IL,2015,4,tv,R,75,strict,16.4
IL,2015,1,online,L,75,strict,0.4
IL,2015,2,online,L,75,strict,2.4
IL,2015,3,online,L,75,strict,4.4
IL,2015,4,online,L,75,strict,6.4
IL,2015,1,online,R,75,strict,0
IL,2015,2,online,R,75,strict,0.4
IL,2015,3,online,R,75,strict,1.4
IL,2015,4,online,R,75,strict,2.4
IN,2015,1,tv,L,50,lenient,10
IN,2015,2,tv,L,50,lenient,20
IN,2015,3,tv,L,50,lenient,30
IN,2015,4,tv,L,50,lenient,40
IN,2015,1,tv,R,50,lenient,5
IN,2015,2,tv,R,50,lenient,10
IN,2015,3,tv,R,50,lenient,15
IN,2015,4,tv,R,50,lenient,20
IN,2015,1,online,L,50,lenient,2
IN,2015,2,online,L,50,lenient,4
IN,2015,3,online,L,50,lenient,6
IN,2015,4,online,L,50,lenient,8
IN,2015,1,online,R,50,lenient,1
IN,2015,2,online,R,50,lenient,2
IN,2015,3,online,R,50,lenient,3
IN,2015,4,online,R,50,lenient,4
IN,2015,1,tv,L,50,strict,9.6
IN,2015,2,tv,L,50,strict,19.6
IN,2015,3,tv,L,50,strict,29.6
IN,2015,4,tv,L,50,strict,39.6
IN,2015,1,tv,R,50,strict,4.6
IN,2015,2,tv,R,50,strict,9.6
IN,2015,3,tv,R,50,strict,14.6
IN,2015,4,tv,R,50,strict,19.6
IN,2015,1,online,L,50,strict,1.6
IN,2015,2,online,L,50,strict,3.6
IN,2015,3,online,L,50,strict,5.6
IN,2015,4,online,L,50,strict,7.6
IN,2015,1,online,R,50,strict,0.6
IN,2015,2,online,R,50,strict,1.6
IN,2015,3,online,R,50,strict,2.6
IN,2015,4,online,R,50,strict,3.6
IN,2015,1,tv,L,75,lenient,7
IN,2015,2,tv,L,75,lenient,17
IN,2015,3,tv,L,75,lenient,27
IN,2015,4,tv,L,75,lenient,37
IN,2015,1,tv,R,75,lenient,2
IN,2015,2,tv,R,75,lenient,7
IN,2015,3,tv,R,75,lenient,12
IN,2015,4,tv,R,75,lenient,17
IN,2015,1,online,L,75,lenient,1
IN,2015,2,online,L,75,lenient,3
IN,2015,3,online,L,75,lenient,5
IN,2015,4,online,L,75,lenient,7
IN,2015,1,online,R,75,lenient,0.5
IN,2015,2,online,R,75,lenient,1
IN,2015,3,online,R,75,lenient,2
IN,2015,4,online,R,75,lenient,3
IN,2015,1,tv,L,75,strict,6.6
IN,2015,2,tv,L,75,strict,16.6
IN,2015,3,tv,L,75,strict,26.6
IN,2015,4,tv,L,75,strict,36.6
IN,2015,1,tv,R,75,strict,1.6
IN,2015,2,tv,R,75,strict,6.6
IN,2015,3,tv,R,75,strict,11.6
IN,2015,4,tv,R,75,strict,16.6
IN,2015,1,online,L,75,strict,0.6
IN,2015,2,online,L,75,strict,2.6
IN,2015,3,online,L,75,strict,4.6
IN,2015,4,online,L,75,strict,6.6
IN,2015,1,online,R,75,strict,0.1
IN,2015,2,online,R,75,strict,0.6
IN,2015,3,online,R,75,strict,1.6
IN,2015,4,online,R,75,strict,2.6
KS,2015,1,tv,L,50,lenient,9.8
KS,2015,2,tv,L,50,lenient,19.8
KS,2015,3,tv,L,50,lenient,29.8
KS,2015,4,tv,L,50,lenient,39.8
KS,2015,1,tv,R,50,lenient,4.8
KS,2015,2,tv,R,50,lenient,9.8
KS,2015,3,tv,R,50,lenient,14.8
KS,2015,4,tv,R,50,lenient,19.8
KS,2015,1,online,L,50,lenient,1.8
KS,2015,2,online,L,50,lenient,3.8
KS,2015,3,online,L,50,lenient,5.8
KS,2015,4,online,L,50,lenient,7.8
KS,2015,1,online,R,50,lenient,0.8
KS,2015,2,online,R,50,lenient,1.8
KS,2015,3,online,R,50,lenient,2.8
KS,2015,4,online,R,50,lenient,3.8
KS,2015,1,tv,L,50,strict,9.4
KS,2015,2,tv,L,50,strict,19.4
KS,2015,3,tv,L,50,strict,29.4
KS,2015,4,tv,L,50,strict,39.4
KS,2015,1,tv,R,50,strict,4.4
KS,2015,2,tv,R,50,strict,9.4
KS,2015,3,tv,R,50,strict,14.4
KS,2015,4,tv,R,50,strict,19.4
KS,2015,1,online,L,50,strict,1.4
KS,2015,2,online,L,50,strict,3.4
KS,2015,3,online,L,50,strict,5.4
KS,2015,4,online,L,50,strict,7.4
KS,2015,1,online,R,50,strict,0.4
KS,2015,2,online,R,50,strict,1.4
KS,2015,3,online,R,50,strict,2.4
KS,2015,4,online,R,50,strict,3.4
KS,2015,1,tv,L,75,lenient,6.8
KS,2015,2,tv,L,75,lenient,16.8
KS,2015,3,tv,L,75,lenient,26.8
KS,2015,4,tv,L,75,lenient,36.8
KS,2015,1,tv,R,75,lenient,1.8
KS,2015,2,tv,R,75,lenient,6.8
KS,2015,3,tv,R,75,lenient,11.8
KS,2015,4,tv,R,75,lenient,16.8
KS,2015,1,online,L,75,lenient,0.8
KS,2015,2,online,L,75,lenient,2.8
KS,2015,3,online,L,75,lenient,4.8
KS,2015,4,online,L,75,lenient,6.8
KS,2015,1,online,R,75,lenient,0.3
KS,2015,2,online,R,75,lenient,0.8
KS,2015,3,online,R,75,lenient,1.8
KS,2015,4,online,R,75,lenient,2.8
KS,2015,1,tv,L,75,strict,6.4
KS,2015,2,tv,L,75,strict,16.4
KS,2015,3,tv,L,75,strict,26.4
KS,2015,4,tv,L,75,strict,36.4
KS,2015,1,tv,R,75,strict,1.4
KS,2015,2,tv,R,75,strict,6.4
KS,2015,3,tv,R,75,strict,11.4
KS,2015,4,tv,R,75,strict,16.4
KS,2015,1,online,L,75,strict,0.4
KS,2015,2,online,L,75,strict,2.4
KS,2015,3,online,L,75,strict,4.4
KS,2015,4,online,L,75,strict,6.4
KS,2015,1,online,R,75,strict,0
KS,2015,2,online,R,75,strict,0.4
KS,2015,3,online,R,75,strict,1.4
KS,2015,4,online,R,75,strict,2.4
KY,2015,1,tv,L,50,lenient,10
KY,2015,2,tv,L,50,lenient,20
KY,2015,3,tv,L,50,lenient,30
KY,2015,4,tv,L,50,lenient,40
KY,2015,1,tv,R,50,lenient,5
KY,2015,2,tv,R,50,lenient,10
KY,2015,3,tv,R,50,lenient,15
KY,2015,4,tv,R,50,lenient,20
KY,2015,1,online,L,50,lenient,2
KY,2015,2,online,L,50,lenient,4
KY,2015,3,online,L,50,lenient,6
KY,2015,4,online,L,50,lenient,8
KY,2015,1,online,R,50,lenient,1
KY,2015,2,online,R,50,lenient,2
KY,2015,3,online,R,50,lenient,3
KY,2015,4,online,R,50,lenient,4
KY,2015,1,tv,L,50,strict,9.6
KY,2015,2,tv,L,50,strict,19.6
KY,2015,3,tv,L,50,strict,29.6
KY,2015,4,tv,L,50,strict,39.6
KY,2015,1,tv,R,50,strict,4.6
KY,2015,2,tv,R,50,strict,9.6
KY,2015,3,tv,R,50,strict,14.6
KY,2015,4,tv,R,50,strict,19.6
KY,2015,1,online,L,50,strict,1.6
KY,2015,2,online,L,50,strict,3.6
KY,2015,3,online,L,50,strict,5.6
KY,2015,4,online,L,50,strict,7.6
KY,2015,1,online,R,50,strict,0.6
KY,2015,2,online,R,50,strict,1.6
KY,2015,3,online,R,50,strict,2.6
KY,2015,4,online,R,50,strict,3.6
KY,2015,1,tv,L,75,lenient,7
KY,2015,2,tv,L,75,lenient,17
KY,2015,3,tv,L,75,lenient,27
KY,2015,4,tv,L,75,lenient,37
KY,2015,1,tv,R,75,lenient,2
KY,2015,2,tv,R,75,lenient,7
KY,2015,3,tv,R,75,lenient,12
KY,2015,4,tv,R,75,lenient,17
KY,2015,1,online,L,75,lenient,1
KY,2015,2,online,L,75,lenient,3
KY,2015,3,online,L,75,lenient,5
KY,2015,4,online,L,75,lenient,7
KY,2015,1,online,R,75,lenient,0.5
KY,2015,2,online,R,75,lenient,1
KY,2015,3,online,R,75,lenient,2
KY,2015,4,online,R,75,lenient,3
KY,2015,1,tv,L,75,strict,6.6
KY,2015,2,tv,L,75,strict,16.6
KY,2015,3,tv,L,75,strict,26.6
KY,2015,4,tv,L,75,strict,36.6
KY,2015,1,tv,R,75,strict,1.6
KY,2015,2,tv,R,75,strict,6.6
KY,2015,3,tv,R,75,strict,11.6
KY,2015,4,tv,R,75,strict,16.6
KY,2015,1,online,L,75,strict,0.6
KY,2015,2,online,L,75,strict,2.6
KY,2015,3,online,L,75,strict,4.6
KY,2015,4,online,L,75,strict,6.6
KY,2015,1,online,R,75,strict,0.1
KY,2015,2,online,R,75,strict,0.6
KY,2015,3,online,R,75,strict,1.6
KY,2015,4,online,R,75,strict,2.6
LA,2015,1,tv,L,50,lenient,9.8
LA,2015,2,tv,L,50,lenient,19.8
LA,2015,3,tv,L,50,lenient,29.8
LA,2015,4,tv,L,50,lenient,39.8
LA,2015,1,tv,R,50,lenient,4.8
LA,2015,2,tv,R,50,lenient,9.8
LA,2015,3,tv,R,50,lenient,14.8
LA,2015,4,tv,R,50,lenient,19.8
LA,2015,1,online,L,50,lenient,1.8
LA,2015,2,online,L,50,lenient,3.8
LA,2015,3,online,L,50,lenient,5.8
LA,2015,4,online,L,50,lenient,7.8
LA,2015,1,online,R,50,lenient,0.8
LA,2015,2,online,R,50,lenient,1.8
LA,2015,3,online,R,50,lenient,2.8
LA,2015,4,online,R,50,lenient,3.8
LA,2015,1,tv,L,50,strict,9.4
LA,2015,2,tv,L,50,strict,19.4
LA,2015,3,tv,L,50,strict,29.4
LA,2015,4,tv,L,50,strict,39.4
LA,2015,1,tv,R,50,strict,4.4
LA,2015,2,tv,R,50,strict,9.4
LA,2015,3,tv,R,50,strict,14.4
LA,2015,4,tv,R,50,strict,19.4
LA,2015,1,online,L,50,strict,1.4
LA,2015,2,online,L,50,strict,3.4
LA,2015,3,online,L,50,strict,5.4
LA,2015,4,online,L,50,strict,7.4
LA,2015,1,online,R,50,strict,0.4
LA,2015,2,online,R,50,strict,1.4
LA,2015,3,online,R,50,strict,2.4
LA,2015,4,online,R,50,strict,3.4
LA,2015,1,tv,L,75,lenient,6.8
LA,2015,2,tv,L,75,lenient,16.8
LA,2015,3,tv,L,75,lenient,26.8
LA,2015,4,tv,L,75,lenient,36.8
LA,2015,1,tv,R,75,lenient,1.8
LA,2015,2,tv,R,75,lenient,6.8
LA,2015,3,tv,R,75,lenient,11.8
LA,2015,4,tv,R,75,lenient,16.8
LA,2015,1,online,L,75,lenient,0.8
LA,2015,2,online,L,75,lenient,2.8
LA,2015,3,online,L,75,lenient,4.8
LA,2015,4,online,L,75,lenient,6.8
LA,2015,1,online,R,75,lenient,0.3
LA,2015,2,online,R,75,lenient,0.8
LA,2015,3,online,R,75,lenient,1.8
LA,2015,4,online,R,75,lenient,2.8
LA,2015,1,tv,L,75,strict,6.4
LA,2015,2,tv,L,75,strict,16.4
LA,2015,3,tv,L,75,strict,26.4
LA,2015,4,tv,L,75,strict,36.4
LA,2015,1,tv,R,75,strict,1.4
LA,2015,2,tv,R,75,strict,6.4
LA,2015,3,tv,R,75,strict,11.4
LA,2015,4,tv,R,75,strict,16.4
LA,2015,1,online,L,75,strict,0.4
LA,2015,2,online,L,75,strict,2.4
LA,2015,3,online,L,75,strict,4.4
LA,2015,4,online,L,75,strict,6.4
LA,2015,1,online,R,75,strict,0
LA,2015,2,online,R,75,strict,0.4
LA,2015,3,online,R,75,strict,1.4
LA,2015,4,online,R,75,strict,2.4
MA,2015,1,tv,L,50,lenient,10
MA,2015,2,tv,L,50,lenient,20
MA,2015,3,tv,L,50,lenient,30
MA,2015,4,tv,L,50,lenient,40
MA,2015,1,tv,R,50,lenient,5
MA,2015,2,tv,R,50,lenient,10
MA,2015,3,tv,R,50,lenient,15
MA,2015,4,tv,R,50,lenient,20
MA,2015,1,online,L,50,lenient,2
MA,2015,2,online,L,50,lenient,4
MA,2015,3,online,L,50,lenient,6
MA,2015,4,online,L,50,lenient,8
MA,2015,1,online,R,50,lenient,1
MA,2015,2,online,R,50,lenient,2
MA,2015,3,online,R,50,lenient,3
MA,2015,4,online,R,50,lenient,4
MA,2015,1,tv,L,50,strict,9.6
MA,2015,2,tv,L,50,strict,19.6
MA,2015,3,tv,L,50,strict,29.6
MA,2015,4,tv,L,50,strict,39.6
MA,2015,1,tv,R,50,strict,4.6
MA,2015,2,tv,R,50,strict,9.6
MA,2015,3,tv,R,50,strict,14.6
MA,2015,4,tv,R,50,strict,19.6
MA,2015,1,online,L,50,strict,1.6
MA,2015,2,online,L,50,strict,3.6
MA,2015,3,online,L,50,strict,5.6
MA,2015,4,online,L,50,strict,7.6
MA,2015,1,online,R,50,strict,0.6
MA,2015,2,online,R,50,strict,1.6
MA,2015,3,online,R,50,strict,2.6
MA,2015,4,online,R,50,strict,3.6
MA,2015,1,tv,L,75,lenient,7
MA,2015,2,tv,L,75,lenient,17
MA,2015,3,tv,L,75,lenient,27
MA,2015,4,tv,L,75,lenient,37
MA,2015,1,tv,R,75,lenient,2
MA,2015,2,tv,R,75,lenient,7
MA,2015,3,tv,R,75,lenient,12
MA,2015,4,tv,R,75,lenient,17
MA,2015,1,online,L,75,lenient,1
MA,2015,2,online,L,75,lenient,3
MA,2015,3,online,L,75,lenient,5
MA,2015,4,online,L,75,lenient,7
MA,2015,1,online,R,75,lenient,0.5
MA,2015,2,online,R,75,lenient,1
MA,2015,3,online,R,75,lenient,2
MA,2015,4,online,R,75,lenient,3
MA,2015,1,tv,L,75,strict,6.6
MA,2015,2,tv,L,75,strict,16.6
MA,2015,3,tv,L,75,strict,26.6
MA,2015,4,tv,L,75,strict,36.6
MA,2015,1,tv,R,75,strict,1.6
MA,2015,2,tv,R,75,strict,6.6
MA,2015,3,tv,R,75,strict,11.6
MA,2015,4,tv,R,75,strict,16.6
MA,2015,1,online,L,75,strict,0.6
MA,2015,2,online,L,75,strict,2.6
MA,2015,3,online,L,75,strict,4.6
MA,2015,4,online,L,75,strict,6.6
MA,2015,1,online,R,75,strict,0.1
MA,2015,2,online,R,75,strict,0.6
MA,2015,3,online,R,75,strict,1.6
MA,2015,4,online,R,75,strict,2.6
MD,2015,1,tv,L,50,lenient,9.8
MD,2015,2,tv,L,50,lenient,19.8
MD,2015,3,tv,L,50,lenient,29.8
MD,2015,4,tv,L,50,lenient,39.8
MD,2015,1,tv,R,50,lenient,4.8
MD,2015,2,tv,R,50,lenient,9.8
MD,2015,3,tv,R,50,lenient,14.8
MD,2015,4,tv,R,50,lenient,19.8
MD,2015,1,online,L,50,lenient,1.8
MD,2015,2,online,L,50,lenient,3.8
MD,2015,3,online,L,50,lenient,5.8
MD,2015,4,online,L,50,lenient,7.8
MD,2015,1,online,R,50,lenient,0.8
