period,state,medium,partisanship_scenario,diet_threshold,left_pct,right_pct,left_size,right_size
Last 3 months,NY,web,stringent,50,0.0063,0.0031,72315.6667,36555.6667
Last 3 months,OH,tv,lenient,50,0.0574,0.0996,559909.0982,972505.0631
Last 3 months,OH,tv,stringent,50,0.0277,0.0996,270030.9675,972505.0631
Last 3 months,OH,web,lenient,50,0.0162,0.0106,115406.3333,75123.3333
Last 3 months,OH,web,stringent,50,0.0064,0.0030,45652.3333,21679.6667
Last 3 months,OK,tv,lenient,50,0.0365,0.1199,117168.6125,384572.4843
Last 3 months,OK,tv,stringent,50,0.0182,0.1199,58351.4838,384572.4843
Last 3 months,OK,web,lenient,50,0.0129,0.0236,30686.3333,54965.3333
Last 3 months,OK,web,stringent,50,0.0028,0.0009,6817.0000,2147.6667
Last 3 months,OR,tv,lenient,50,0.0535,0.0818,178729.4526,272917.6761
Last 3 months,OR,tv,stringent,50,0.0224,0.0818,74776.8394,272917.6761
Last 3 months,OR,web,lenient,50,0.0185,0.0192,48828.6667,50423.6667
Last 3 months,OR,web,stringent,50,0.0068,0.0119,18586.3333,30022.0000
Last 3 months,PA,tv,lenient,50,0.0738,0.1042,805088.1284,1136799.6139
Last 3 months,PA,tv,stringent,50,0.0331,0.1042,360860.7105,1136799.6139
Last 3 months,PA,web,lenient,50,0.0171,0.0145,137435.6667,116648.6667
Last 3 months,PA,web,stringent,50,0.0065,0.0059,52599.6667,47001.3333
Last 3 months,RI,tv,lenient,50,0.0838,0.0736,80184.1290,70420.0642
Last 3 months,RI,tv,stringent,50,0.0401,0.0736,38365.2904,70420.0642
Last 3 months,RI,web,lenient,50,0.0652,0.0000,30648.3333,0.0000
Last 3 months,RI,web,stringent,50,0.0129,0.0000,6337.6667,0.0000
Last 3 months,SC,tv,lenient,50,0.0635,0.1074,288748.0956,488626.1601
Last 3 months,SC,tv,stringent,50,0.0301,0.1074,137030.8699,488626.1601
Last 3 months,SC,web,lenient,50,0.0105,0.0076,30896.3333,22214.0000
Last 3 months,SC,web,stringent,50,0.0056,0.0009,16342.3333,2667.0000
Last 3 months,SD,tv,lenient,50,0.1135,0.1663,81532.8071,119461.3550
Last 3 months,SD,tv,stringent,50,0.0847,0.1663,60812.4526,119461.3550
Last 3 months,SD,web,lenient,50,0.0327,0.0335,12417.3333,10334.3333
Last 3 months,SD,web,stringent,50,0.0169,0.0322,6421.0000,9951.0000
Last 3 months,TN,tv,lenient,50,0.0462,0.1136,275373.9044,677151.1628
Last 3 months,TN,tv,stringent,50,0.0226,0.1136,134475.3880,677151.1628
Last 3 months,TN,web,lenient,50,0.0151,0.0357,48768.6667,117593.6667
Last 3 months,TN,web,stringent,50,0.0071,0.0043,23085.6667,14401.0000
Last 3 months,TX,tv,lenient,50,0.0428,0.0671,1058180.8720,1660103.0970
Last 3 months,TX,tv,stringent,50,0.0200,0.0671,494462.2913,1660103.0970
Last 3 months,TX,web,lenient,50,0.0120,0.0111,199260.0000,185477.0000
Last 3 months,TX,web,stringent,50,0.0038,0.0042,63444.3333,69341.0000
Last 3 months,UT,tv,lenient,50,0.0346,0.0969,91703.1610,257045.8709
Last 3 months,UT,tv,stringent,50,0.0081,0.0969,21550.4837,257045.8709
Last 3 months,UT,web,lenient,50,0.0140,0.0729,22735.0000,115744.3333
Last 3 months,UT,web,stringent,50,0.0025,0.0010,3957.6667,1543.6667
Last 3 months,VA,tv,lenient,50,0.0753,0.0884,565839.3872,664335.6788
Last 3 months,VA,tv,stringent,50,0.0290,0.0884,217657.0974,664335.6788
Last 3 months,VA,web,lenient,50,0.0221,0.0153,106244.3333,73415.3333
Last 3 months,VA,web,stringent,50,0.0105,0.0023,50567.3333,11100.0000
Last 3 months,VT,tv,lenient,50,0.0998,0.0547,57170.3867,31346.2260
Last 3 months,VT,tv,stringent,50,0.0808,0.0547,46294.4517,31346.2260
Last 3 months,VT,web,lenient,50,0.0288,0.0150,11356.0000,6187.6667
Last 3 months,VT,web,stringent,50,0.0009,0.0000,387.6667,0.0000
Last 3 months,WA,tv,lenient,50,0.0517,0.0606,338438.0648,396752.5159
Last 3 months,WA,tv,stringent,50,0.0192,0.0606,125500.2255,396752.5159
Last 3 months,WA,web,lenient,50,0.0227,0.0240,114283.0000,121260.3333
Last 3 months,WA,web,stringent,50,0.0060,0.0095,30324.0000,48533.3333
Last 3 months,WI,tv,lenient,50,0.0482,0.0867,247777.1924,446117.2240
Last 3 months,WI,tv,stringent,50,0.0239,0.0867,123016.4505,446117.2240
Last 3 months,WI,web,lenient,50,0.0187,0.0116,67571.3333,41699.3333
Last 3 months,WI,web,stringent,50,0.0060,0.0002,21572.3333,786.0000
Last 3 months,WV,tv,lenient,50,0.0387,0.1203,68439.0645,212922.3566
Last 3 months,WV,tv,stringent,50,0.0231,0.1203,40856.8383,212922.3566
Last 3 months,WV,web,lenient,50,0.0098,0.0158,11818.0000,19422.6667
Last 3 months,WV,web,stringent,50,0.0019,0.0005,2322.0000,541.6667
Last 3 months,WY,tv,lenient,50,0.0099,0.1045,4073.5806,43212.1613
Last 3 months,WY,tv,stringent,50,0.0000,0.1045,0.0000,43212.1613
Last 3 months,WY,web,lenient,50,0.0152,0.0160,7020.0000,7341.0000
Last 3 months,WY,web,stringent,50,0.0026,0.0134,1154.6667,6192.0000
Last 6 months,AK,tv,lenient,50,0.0526,0.0789,19463.4808,24812.6145
Last 6 months,AK,tv,stringent,50,0.0344,0.0789,13958.2467,24812.6145
Last 6 months,AK,web,lenient,50,0.0379,0.0695,10389.6667,22800.5000
Last 6 months,AK,web,stringent,50,0.0017,0.0489,400.1667,16088.3333
Last 6 months,AL,tv,lenient,50,0.0514,0.1186,202203.5517,467150.8439
Last 6 months,AL,tv,stringent,50,0.0191,0.1186,75217.3484,467150.8439
Last 6 months,AL,web,lenient,50,0.0089,0.0103,21309.1667,25558.8333
Last 6 months,AL,web,stringent,50,0.0023,0.0032,5437.3333,7985.5000
Last 6 months,AR,tv,lenient,50,0.0446,0.1328,109590.7647,326041.6786
Last 6 months,AR,tv,stringent,50,0.0108,0.1328,26497.0449,326041.6786
Last 6 months,AR,web,lenient,50,0.0081,0.0247,14481.3333,44873.8333
Last 6 months,AR,web,stringent,50,0.0052,0.0041,9280.1667,7496.0000
Last 6 months,AZ,tv,lenient,50,0.0724,0.0681,438280.9771,412661.5254
Last 6 months,AZ,tv,stringent,50,0.0283,0.0681,171267.1545,412661.5254
Last 6 months,AZ,web,lenient,50,0.0243,0.0167,102032.3333,70551.0000
Last 6 months,AZ,web,stringent,50,0.0086,0.0054,36056.0000,22840.5000
Last 6 months,CA,tv,lenient,50,0.0844,0.0589,2703723.2088,1885305.6602
Last 6 months,CA,tv,stringent,50,0.0368,0.0589,1178696.4612,1885305.6602
Last 6 months,CA,web,lenient,50,0.0230,0.0092,526686.1667,210332.1667
Last 6 months,CA,web,stringent,50,0.0080,0.0032,181470.0000,72763.6667
Last 6 months,CO,tv,lenient,50,0.0695,0.0568,315133.3133,256891.8946
Last 6 months,CO,tv,stringent,50,0.0277,0.0568,125604.2972,256891.8946
Last 6 months,CO,web,lenient,50,0.0152,0.0114,57980.3333,42927.6667
Last 6 months,CO,web,stringent,50,0.0038,0.0026,14149.1667,9954.3333
Last 6 months,CT,tv,lenient,50,0.0799,0.0845,235172.2196,249018.4571
Last 6 months,CT,tv,stringent,50,0.0294,0.0845,86514.3545,249018.4571
Last 6 months,CT,web,lenient,50,0.0183,0.0142,42811.5000,32408.0000
Last 6 months,CT,web,stringent,50,0.0051,0.0001,11577.3333,235.1667
Last 6 months,DC,tv,lenient,50,0.0817,0.0028,40361.4121,1437.3306
Last 6 months,DC,tv,stringent,50,0.0264,0.0028,13093.1689,1437.3306
Last 6 months,DC,web,lenient,50,0.0184,0.0061,3929.1667,1222.8333
Last 6 months,DC,web,stringent,50,0.0055,0.0061,1302.3333,1222.8333
Last 6 months,DE,tv,lenient,50,0.1123,0.0648,89583.3800,52152.4692
Last 6 months,DE,tv,stringent,50,0.0470,0.0648,37279.6384,52152.4692
Last 6 months,DE,web,lenient,50,0.0174,0.0109,15166.6667,10285.3333
Last 6 months,DE,web,stringent,50,0.0082,0.0002,6972.6667,230.8333
Last 6 months,FL,tv,lenient,50,0.0682,0.0938,1219990.5390,1677315.6048
Last 6 months,FL,tv,stringent,50,0.0285,0.0938,509614.3669,1677315.6048
Last 6 months,FL,web,lenient,50,0.0131,0.0149,168134.1667,191983.3333
Last 6 months,FL,web,stringent,50,0.0040,0.0026,52170.6667,33586.5000
Last 6 months,GA,tv,lenient,50,0.0645,0.0781,591672.2548,716702.1942
Last 6 months,GA,tv,stringent,50,0.0221,0.0781,202932.4691,716702.1942
Last 6 months,GA,web,lenient,50,0.0137,0.0090,91402.0000,60399.5000
Last 6 months,GA,web,stringent,50,0.0061,0.0034,41028.3333,22937.8333
Last 6 months,HI,tv,lenient,50,0.1090,0.0746,99144.1617,66923.5374
Last 6 months,HI,tv,stringent,50,0.0633,0.0746,58109.6884,66923.5374
Last 6 months,HI,web,lenient,50,0.0070,0.0000,3648.1667,0.0000
Last 6 months,HI,web,stringent,50,0.0001,0.0000,41.5000,0.0000
Last 6 months,IA,tv,lenient,50,0.0559,0.0968,141590.3165,245355.2811
Last 6 months,IA,tv,stringent,50,0.0234,0.0968,59303.8682,245355.2811
Last 6 months,IA,web,lenient,50,0.0140,0.0182,22776.8333,29853.3333
Last 6 months,IA,web,stringent,50,0.0031,0.0056,5183.0000,8967.3333
Last 6 months,ID,tv,lenient,50,0.0238,0.1144,39317.7246,188522.8914
Last 6 months,ID,tv,stringent,50,0.0132,0.1144,21944.8359,188522.8914
Last 6 months,ID,web,lenient,50,0.0137,0.0268,12238.8333,23423.3333
Last 6 months,ID,web,stringent,50,0.0036,0.0094,3700.0000,8182.3333
Last 6 months,IL,tv,lenient,50,0.0628,0.0708,633885.4302,714904.1533
Last 6 months,IL,tv,stringent,50,0.0256,0.0708,257907.8487,714904.1533
Last 6 months,IL,web,lenient,50,0.0163,0.0059,127632.3333,46193.8333
Last 6 months,IL,web,stringent,50,0.0077,0.0023,60278.6667,17735.3333
Last 6 months,IN,tv,lenient,50,0.0510,0.0717,291353.8874,409757.3712
Last 6 months,IN,tv,stringent,50,0.0196,0.0717,112302.9184,409757.3712
Last 6 months,IN,web,lenient,50,0.0133,0.0127,54234.5000,51864.8333
Last 6 months,IN,web,stringent,50,0.0034,0.0044,14176.0000,18197.0000
Last 6 months,KS,tv,lenient,50,0.0458,0.0840,119309.1111,218947.9561
Last 6 months,KS,tv,stringent,50,0.0142,0.0840,36958.9465,218947.9561
Last 6 months,KS,web,lenient,50,0.0103,0.0120,15902.0000,19270.6667
Last 6 months,KS,web,stringent,50,0.0018,0.0007,2881.5000,1089.0000
Last 6 months,KY,tv,lenient,50,0.0424,0.0943,154167.0581,343194.9837
Last 6 months,KY,tv,stringent,50,0.0169,0.0943,61787.3070,343194.9837
Last 6 months,KY,web,lenient,50,0.0163,0.0105,41663.5000,25942.1667
Last 6 months,KY,web,stringent,50,0.0061,0.0067,15467.0000,16793.1667
Last 6 months,LA,tv,lenient,50,0.0555,0.1051,224661.6853,425480.5222
Last 6 months,LA,tv,stringent,50,0.0307,0.1051,124483.5514,425480.5222
Last 6 months,LA,web,lenient,50,0.0119,0.0072,26164.1667,15594.3333
Last 6 months,LA,web,stringent,50,0.0039,0.0032,8365.1667,6693.5000
Last 6 months,MA,tv,lenient,50,0.1048,0.0516,621491.1932,306094.7931
Last 6 months,MA,tv,stringent,50,0.0385,0.0516,228263.6655,306094.7931
Last 6 months,MA,web,lenient,50,0.0206,0.0016,86439.8333,7004.3333
Last 6 months,MA,web,stringent,50,0.0120,0.0009,50323.1667,3673.3333
Last 6 months,MD,tv,lenient,50,0.1157,0.0544,607527.8803,285902.4500
Last 6 months,MD,tv,stringent,50,0.0454,0.0544,238285.6979,285902.4500
Last 6 months,MD,web,lenient,50,0.0163,0.0109,70519.0000,47221.0000
Last 6 months,MD,web,stringent,50,0.0063,0.0013,27365.6667,5444.0000
Last 6 months,ME,tv,lenient,50,0.0448,0.0922,48598.6275,100678.4674
Last 6 months,ME,tv,stringent,50,0.0154,0.0922,16749.1706,100678.4674
Last 6 months,ME,web,lenient,50,0.0452,0.0121,32283.5000,8277.3333
Last 6 months,ME,web,stringent,50,0.0070,0.0000,4527.5000,0.0000
Last 6 months,MI,tv,lenient,50,0.0714,0.0762,590102.3575,630167.6359
Last 6 months,MI,tv,stringent,50,0.0286,0.0762,235871.2122,630167.6359
Last 6 months,MI,web,lenient,50,0.0226,0.0104,132756.8333,60723.1667
Last 6 months,MI,web,stringent,50,0.0061,0.0044,36161.6667,25566.5000
Last 6 months,MN,tv,lenient,50,0.0516,0.0560,233974.5844,253784.5169
Last 6 months,MN,tv,stringent,50,0.0184,0.0560,83600.3090,253784.5169
Last 6 months,MN,web,lenient,50,0.0272,0.0162,94520.8333,56444.3333
Last 6 months,MN,web,stringent,50,0.0065,0.0069,22611.1667,23570.6667
Last 6 months,MO,tv,lenient,50,0.0667,0.1059,342014.8322,542634.7568
Last 6 months,MO,tv,stringent,50,0.0304,0.1059,155965.4561,542634.7568
Last 6 months,MO,web,lenient,50,0.0114,0.0163,44607.6667,63532.1667
Last 6 months,MO,web,stringent,50,0.0040,0.0040,15733.3333,15387.0000
Last 6 months,MS,tv,lenient,50,0.0325,0.0906,74113.2121,206616.7078
Last 6 months,MS,tv,stringent,50,0.0144,0.0906,32688.9241,206616.7078
Last 6 months,MS,web,lenient,50,0.0189,0.0164,36853.0000,31175.0000
Last 6 months,MS,web,stringent,50,0.0089,0.0056,17424.0000,11107.3333
Last 6 months,MT,tv,lenient,50,0.0469,0.1499,32696.5854,104906.5395
Last 6 months,MT,tv,stringent,50,0.0350,0.1499,24384.0360,104906.5395
Last 6 months,MT,web,lenient,50,0.0366,0.0585,20579.0000,35415.5000
Last 6 months,MT,web,stringent,50,0.0182,0.0058,10988.3333,3440.5000
Last 6 months,NC,tv,lenient,50,0.0717,0.0769,650077.6162,697420.6737
Last 6 months,NC,tv,stringent,50,0.0272,0.0769,246536.7606,697420.6737
Last 6 months,NC,web,lenient,50,0.0111,0.0150,62685.3333,84868.8333
Last 6 months,NC,web,stringent,50,0.0037,0.0072,21184.6667,40684.5000
Last 6 months,ND,tv,lenient,50,0.0170,0.1346,9795.6592,77179.0609
Last 6 months,ND,tv,stringent,50,0.0000,0.1346,0.0000,77179.0609
Last 6 months,ND,web,lenient,50,0.0458,0.0085,13879.3333,2978.6667
Last 6 months,ND,web,stringent,50,0.0012,0.0085,429.5000,2978.6667
Last 6 months,NE,tv,lenient,50,0.0233,0.1330,37162.6632,211500.6556
Last 6 months,NE,tv,stringent,50,0.0138,0.1330,22112.8650,211500.6556
Last 6 months,NE,web,lenient,50,0.0181,0.0157,19591.6667,18205.6667
Last 6 months,NE,web,stringent,50,0.0070,0.0019,7456.5000,2099.6667
Last 6 months,NH,tv,lenient,50,0.0835,0.0712,90546.4612,77073.1660
Last 6 months,NH,tv,stringent,50,0.0372,0.0712,40321.8637,77073.1660
Last 6 months,NH,web,lenient,50,0.0160,0.0090,17228.5000,9488.8333
Last 6 months,NH,web,stringent,50,0.0029,0.0002,3550.0000,193.6667
Last 6 months,NJ,tv,lenient,50,0.0845,0.0928,712867.2819,782441.5586
Last 6 months,NJ,tv,stringent,50,0.0320,0.0928,270022.3230,782441.5586
Last 6 months,NJ,web,lenient,50,0.0142,0.0104,89153.0000,64882.1667
Last 6 months,NJ,web,stringent,50,0.0039,0.0027,24663.0000,16628.0000
Last 6 months,NM,tv,lenient,50,0.0714,0.0650,117844.3555,107098.3782
Last 6 months,NM,tv,stringent,50,0.0301,0.0650,49682.3950,107098.3782
Last 6 months,NM,web,lenient,50,0.0261,0.0091,22814.3333,8257.6667
Last 6 months,NM,web,stringent,50,0.0170,0.0045,14523.8333,4022.3333
Last 6 months,NV,tv,lenient,50,0.0953,0.1015,250504.9292,266588.9986
Last 6 months,NV,tv,stringent,50,0.0538,0.1015,141573.3896,266588.9986
Last 6 months,NV,web,lenient,50,0.0266,0.0116,43932.1667,18607.6667
Last 6 months,NV,web,stringent,50,0.0085,0.0007,14158.0000,1221.6667
Last 6 months,NY,tv,lenient,50,0.1079,0.0704,1734241.9244,1132337.8734
Last 6 months,NY,tv,stringent,50,0.0573,0.0704,921759.3212,1132337.8734
Last 6 months,NY,web,lenient,50,0.0165,0.0063,191872.8333,73102.0000
Last 6 months,NY,web,stringent,50,0.0058,0.0025,67658.0000,28683.5000
Last 6 months,OH,tv,lenient,50,0.0607,0.0950,595957.8860,932723.7851
Last 6 months,OH,tv,stringent,50,0.0287,0.0950,281535.9121,932723.7851
Last 6 months,OH,web,lenient,50,0.0148,0.0101,104270.1667,71557.1667
Last 6 months,OH,web,stringent,50,0.0053,0.0025,37269.0000,17667.6667
Last 6 months,OK,tv,lenient,50,0.0373,0.1108,122395.6983,363496.8910
Last 6 months,OK,tv,stringent,50,0.0155,0.1108,50716.4965,363496.8910
Last 6 months,OK,web,lenient,50,0.0083,0.0210,19484.1667,47833.5000
Last 6 months,OK,web,stringent,50,0.0019,0.0012,4526.8333,2681.6667
Last 6 months,OR,tv,lenient,50,0.0569,0.0865,200074.2696,304061.8819
Last 6 months,OR,tv,stringent,50,0.0249,0.0865,87431.3010,304061.8819
Last 6 months,OR,web,lenient,50,0.0166,0.0120,42357.0000,31190.0000
Last 6 months,OR,web,stringent,50,0.0049,0.0066,13023.6667,16524.0000
Last 6 months,PA,tv,lenient,50,0.0887,0.1062,981437.1490,1174753.4507
Last 6 months,PA,tv,stringent,50,0.0405,0.1062,448486.8333,1174753.4507
Last 6 months,PA,web,lenient,50,0.0150,0.0126,117479.3333,98350.6667
Last 6 months,PA,web,stringent,50,0.0062,0.0055,48439.1667,42338.0000
Last 6 months,RI,tv,lenient,50,0.0759,0.0686,72359.9510,65472.6807
Last 6 months,RI,tv,stringent,50,0.0289,0.0686,27540.5438,65472.6807
Last 6 months,RI,web,lenient,50,0.0345,0.0000,16004.8333,0.0000
Last 6 months,RI,web,stringent,50,0.0071,0.0000,3404.3333,0.0000
Last 6 months,SC,tv,lenient,50,0.0544,0.1170,242268.3567,519984.4046
Last 6 months,SC,tv,stringent,50,0.0231,0.1170,103167.4691,519984.4046
Last 6 months,SC,web,lenient,50,0.0091,0.0099,25882.1667,27780.3333
Last 6 months,SC,web,stringent,50,0.0038,0.0050,10912.5000,13878.1667
Last 6 months,SD,tv,lenient,50,0.1134,0.1739,82070.4058,124947.2219
Last 6 months,SD,tv,stringent,50,0.0707,0.1739,50823.5971,124947.2219
Last 6 months,SD,web,lenient,50,0.0203,0.0445,8140.6667,17385.3333
Last 6 months,SD,web,stringent,50,0.0092,0.0438,3542.8333,17193.6667
Last 6 months,TN,tv,lenient,50,0.0496,0.1137,291060.7118,667834.8585
Last 6 months,TN,tv,stringent,50,0.0248,0.1137,145956.4598,667834.8585
Last 6 months,TN,web,lenient,50,0.0149,0.0353,47616.8333,115627.8333
Last 6 months,TN,web,stringent,50,0.0083,0.0039,26558.8333,12964.8333
Last 6 months,TX,tv,lenient,50,0.0486,0.0692,1187326.1731,1693479.6959
Last 6 months,TX,tv,stringent,50,0.0184,0.0692,451315.8611,1693479.6959
Last 6 months,TX,web,lenient,50,0.0137,0.0114,227245.3333,190475.0000
Last 6 months,TX,web,stringent,50,0.0054,0.0043,90051.0000,70736.5000
Last 6 months,UT,tv,lenient,50,0.0486,0.0936,129257.4844,249007.3729
Last 6 months,UT,tv,stringent,50,0.0130,0.0936,34426.1350,249007.3729
Last 6 months,UT,web,lenient,50,0.0111,0.0904,17733.3333,139558.5000
Last 6 months,UT,web,stringent,50,0.0027,0.0011,4308.3333,1642.6667
Last 6 months,VA,tv,lenient,50,0.0793,0.0901,583690.5433,662775.6100
Last 6 months,VA,tv,stringent,50,0.0317,0.0901,233196.6664,662775.6100
Last 6 months,VA,web,lenient,50,0.0201,0.0134,95539.8333,63333.5000
Last 6 months,VA,web,stringent,50,0.0103,0.0039,48949.3333,18209.5000
Last 6 months,VT,tv,lenient,50,0.1275,0.0616,77436.1385,37301.7762
Last 6 months,VT,tv,stringent,50,0.0879,0.0616,53237.3300,37301.7762
Last 6 months,VT,web,lenient,50,0.0156,0.0098,6086.3333,3736.1667
Last 6 months,VT,web,stringent,50,0.0005,0.0000,193.8333,0.0000
Last 6 months,WA,tv,lenient,50,0.0576,0.0703,381985.9731,466063.0142
Last 6 months,WA,tv,stringent,50,0.0229,0.0703,151491.7134,466063.0142
Last 6 months,WA,web,lenient,50,0.0221,0.0188,111406.1667,95182.8333
Last 6 months,WA,web,stringent,50,0.0058,0.0062,29581.0000,31583.1667
Last 6 months,WI,tv,lenient,50,0.0460,0.0942,237979.4092,487951.3095
Last 6 months,WI,tv,stringent,50,0.0230,0.0942,119124.7273,487951.3095
Last 6 months,WI,web,lenient,50,0.0210,0.0168,73216.3333,58691.5000
Last 6 months,WI,web,stringent,50,0.0044,0.0084,15453.3333,28842.6667
Last 6 months,WV,tv,lenient,50,0.0420,0.1213,77047.0117,221835.3905
Last 6 months,WV,tv,stringent,50,0.0255,0.1213,46809.3511,221835.3905
Last 6 months,WV,web,lenient,50,0.0132,0.0173,16032.5000,21246.5000
Last 6 months,WV,web,stringent,50,0.0013,0.0004,1597.8333,478.5000
Last 6 months,WY,tv,lenient,50,0.0203,0.0981,7779.6239,38616.5834
Last 6 months,WY,tv,stringent,50,0.0027,0.0981,1087.2250,38616.5834
Last 6 months,WY,web,lenient,50,0.0293,0.0080,13699.1667,3670.5000
Last 6 months,WY,web,stringent,50,0.0157,0.0067,7050.5000,3096.0000
Since 2016,AK,tv,lenient,50,0.0453,0.1013,20808.9166,41814.0086
Since 2016,AK,tv,stringent,50,0.0244,0.1013,11201.2547,41814.0086
Since 2016,AK,web,lenient,50,0.0189,0.0369,4388.6859,9462.9810
Since 2016,AK,web,stringent,50,0.0069,0.0095,1480.4938,2675.8813
Since 2016,AL,tv,lenient,50,0.0848,0.1319,354139.2476,548233.9230
Since 2016,AL,tv,stringent,50,0.0351,0.1319,146610.7257,548233.9230
Since 2016,AL,web,lenient,50,0.0156,0.0229,31395.8824,45094.8593
Since 2016,AL,web,stringent,50,0.0072,0.0071,14307.8417,14089.5962
Since 2016,AR,tv,lenient,50,0.0549,0.0991,135866.6067,244946.6501
Since 2016,AR,tv,stringent,50,0.0215,0.0991,53495.0995,244946.6501
Since 2016,AR,web,lenient,50,0.0168,0.0309,22539.5465,42440.8298
Since 2016,AR,web,stringent,50,0.0063,0.0079,8443.0483,10615.2433
Since 2016,AZ,tv,lenient,50,0.0956,0.0874,515041.6398,470133.6460
Since 2016,AZ,tv,stringent,50,0.0385,0.0874,206158.4781,470133.6460
Since 2016,AZ,web,lenient,50,0.0250,0.0250,79691.4906,78289.0503
Since 2016,AZ,web,stringent,50,0.0097,0.0099,30881.0440,30798.2310
Since 2016,CA,tv,lenient,50,0.1139,0.0671,3656274.1390,2153280.9152
Since 2016,CA,tv,stringent,50,0.0475,0.0671,1524795.0412,2153280.9152
Since 2016,CA,web,lenient,50,0.0271,0.0132,489284.9674,233371.4742
Since 2016,CA,web,stringent,50,0.0101,0.0052,181096.2237,90881.9344
Since 2016,CO,tv,lenient,50,0.0932,0.0877,413120.5664,388821.8887
Since 2016,CO,tv,stringent,50,0.0431,0.0877,191401.7749,388821.8887
Since 2016,CO,web,lenient,50,0.0218,0.0201,72758.3797,64486.4325
Since 2016,CO,web,stringent,50,0.0079,0.0078,26000.8120,25208.3840
Since 2016,CT,tv,lenient,50,0.1258,0.0923,366354.2280,269266.5256
Since 2016,CT,tv,stringent,50,0.0563,0.0923,163701.3184,269266.5256
Since 2016,CT,web,lenient,50,0.0228,0.0241,33391.2815,35293.3421
Since 2016,CT,web,stringent,50,0.0084,0.0117,12109.6205,16287.6144
Since 2016,DC,tv,lenient,50,0.2181,0.0196,123487.1260,11120.2385
Since 2016,DC,tv,stringent,50,0.1197,0.0196,67881.3188,11120.2385
Since 2016,DC,web,lenient,50,0.0387,0.0048,9951.0398,1216.4581
Since 2016,DC,web,stringent,50,0.0212,0.0026,5362.5285,621.5891
Since 2016,DE,tv,lenient,50,0.1168,0.0872,91562.7393,68531.5601
Since 2016,DE,tv,stringent,50,0.0463,0.0872,36224.3196,68531.5601
Since 2016,DE,web,lenient,50,0.0156,0.0417,9265.5078,22944.2398
Since 2016,DE,web,stringent,50,0.0056,0.0084,3442.1274,4721.9362
Since 2016,FL,tv,lenient,50,0.1060,0.1070,1868955.2671,1889201.6591
Since 2016,FL,tv,stringent,50,0.0456,0.1070,804774.2214,1889201.6591
Since 2016,FL,web,lenient,50,0.0172,0.0191,177815.0669,197608.9859
Since 2016,FL,web,stringent,50,0.0070,0.0063,71381.1048,63760.5448
Since 2016,GA,tv,lenient,50,0.0983,0.0988,867050.2130,869385.4441
Since 2016,GA,tv,stringent,50,0.0363,0.0988,320522.7862,869385.4441
Since 2016,GA,web,lenient,50,0.0177,0.0155,91761.1607,79927.5395
Since 2016,GA,web,stringent,50,0.0074,0.0055,38188.3907,28537.4443
Since 2016,HI,tv,lenient,50,0.1107,0.0962,123328.4889,107262.2932
Since 2016,HI,tv,stringent,50,0.0568,0.0962,63173.2505,107262.2932
Since 2016,HI,web,lenient,50,0.0192,0.0102,7691.0130,4240.3264
Since 2016,HI,web,stringent,50,0.0087,0.0049,3361.6153,2222.0631
Since 2016,IA,tv,lenient,50,0.0572,0.0837,147658.6155,214077.1440
Since 2016,IA,tv,stringent,50,0.0228,0.0837,58791.3430,214077.1440
Since 2016,IA,web,lenient,50,0.0194,0.0184,28290.9757,26825.8521
Since 2016,IA,web,stringent,50,0.0070,0.0061,10071.1937,8647.1179
Since 2016,ID,tv,lenient,50,0.0431,0.1151,57728.9268,154428.1683
Since 2016,ID,tv,stringent,50,0.0193,0.1151,26050.7631,154428.1683
Since 2016,ID,web,lenient,50,0.0247,0.0318,17274.0642,22470.3252
Since 2016,ID,web,stringent,50,0.0093,0.0097,6628.0387,6916.9653
Since 2016,IL,tv,lenient,50,0.0975,0.0748,1023387.1005,784268.5689
Since 2016,IL,tv,stringent,50,0.0431,0.0748,453481.1810,784268.5689
Since 2016,IL,web,lenient,50,0.0200,0.0117,125100.1098,70793.7695
Since 2016,IL,web,stringent,50,0.0086,0.0045,53104.9870,26625.3344
Since 2016,IN,tv,lenient,50,0.0748,0.0882,411410.7419,485569.7886
Since 2016,IN,tv,stringent,50,0.0382,0.0882,210607.3637,485569.7886
Since 2016,IN,web,lenient,50,0.0173,0.0169,55643.6862,53590.6809
Since 2016,IN,web,stringent,50,0.0071,0.0055,22771.5136,17446.8052
Since 2016,KS,tv,lenient,50,0.0703,0.0941,181831.7668,243132.2639
Since 2016,KS,tv,stringent,50,0.0309,0.0941,79850.2019,243132.2639
Since 2016,KS,web,lenient,50,0.0170,0.0265,22594.8861,34662.7319
Since 2016,KS,web,stringent,50,0.0050,0.0065,6624.6583,8387.2621
Since 2016,KY,tv,lenient,50,0.0695,0.1124,256677.8357,415114.2477
Since 2016,KY,tv,stringent,50,0.0315,0.1124,115593.8192,415114.2477
Since 2016,KY,web,lenient,50,0.0174,0.0147,33451.8283,28290.1743
Since 2016,KY,web,stringent,50,0.0078,0.0053,14960.0511,10517.6156
Since 2016,LA,tv,lenient,50,0.0852,0.1054,311356.5973,387949.4586
Since 2016,LA,tv,stringent,50,0.0371,0.1054,135981.8105,387949.4586
Since 2016,LA,web,lenient,50,0.0148,0.0225,25964.6145,39089.3415
Since 2016,LA,web,stringent,50,0.0063,0.0079,10976.3623,13934.8253
Since 2016,MA,tv,lenient,50,0.1412,0.0680,810306.1911,390294.6437
